employee_id,date,status,trip_no,leave_type
EMP-0075,2026-08-07,P,,
EMP-0075,2026-08-08,P,,
EMP-0075,2026-08-09,off,,
EMP-0075,2026-08-10,P,,
EMP-0075,2026-08-11,P,,
EMP-0075,2026-08-12,P,,
EMP-0075,2026-08-13,P,,
EMP-0075,2026-08-14,P,,
EMP-0075,2026-08-15,A,,
EMP-0075,2026-08-16,off,,
EMP-0075,2026-08-17,P,,
EMP-0075,2026-08-18,P,,
EMP-0075,2026-08-19,P,,
EMP-0075,2026-08-20,L,,EL
EMP-0075,2026-08-21,P,,
EMP-0075,2026-08-22,P,,
EMP-0075,2026-08-23,off,,
EMP-0075,2026-08-24,L,,CL
EMP-0075,2026-08-25,P,,
EMP-0075,2026-08-26,P,,
EMP-0075,2026-08-27,P,,
EMP-0075,2026-08-28,P,,
EMP-0075,2026-08-29,P,,
EMP-0075,2026-08-30,off,,
EMP-0075,2026-08-31,P,,
EMP-0075,2026-09-01,P,,
EMP-0076,2026-08-03,L,,CL
EMP-0076,2026-08-04,P,,
EMP-0076,2026-08-05,P,,
EMP-0076,2026-08-06,P,,
EMP-0076,2026-08-07,P,,
EMP-0076,2026-08-08,P,,
EMP-0076,2026-08-09,off,,
EMP-0076,2026-08-10,P,,
EMP-0076,2026-08-11,P,,
EMP-0076,2026-08-12,P,,
EMP-0076,2026-08-13,A,,
EMP-0076,2026-08-14,A,,
EMP-0076,2026-08-15,A,,
EMP-0076,2026-08-16,off,,
EMP-0076,2026-08-17,L,,EL
EMP-0076,2026-08-18,P,,
EMP-0076,2026-08-19,P,,
EMP-0076,2026-08-20,P,,
EMP-0076,2026-08-21,L,,SL
EMP-0076,2026-08-22,L,,CL
EMP-0076,2026-08-23,off,,
EMP-0076,2026-08-24,L,,CL
EMP-0076,2026-08-25,P,,
EMP-0076,2026-08-26,P,,
EMP-0076,2026-08-27,P,,
EMP-0076,2026-08-28,P,,
EMP-0076,2026-08-29,A,,
EMP-0076,2026-08-30,off,,
EMP-0076,2026-08-31,P,,
EMP-0076,2026-09-01,P,,
EMP-0077,2026-08-03,P,,
EMP-0077,2026-08-04,P,,
EMP-0077,2026-08-05,A,,
EMP-0077,2026-08-06,P,,
EMP-0077,2026-08-07,P,,
EMP-0077,2026-08-08,L,,SL
EMP-0077,2026-08-09,off,,
EMP-0077,2026-08-10,A,,
EMP-0077,2026-08-11,A,,
EMP-0077,2026-08-12,A,,
EMP-0077,2026-08-13,P,,
EMP-0077,2026-08-14,P,,
EMP-0077,2026-08-15,P,,
EMP-0077,2026-08-16,off,,
EMP-0077,2026-08-17,P,,
EMP-0077,2026-08-18,P,,
EMP-0077,2026-08-19,P,,
EMP-0077,2026-08-20,P,,
EMP-0077,2026-08-21,A,,
EMP-0077,2026-08-22,P,,
EMP-0077,2026-08-23,off,,
EMP-0077,2026-08-24,P,,
EMP-0077,2026-08-25,P,,
EMP-0077,2026-08-26,P,,
EMP-0077,2026-08-27,P,,
EMP-0077,2026-08-28,P,,
EMP-0077,2026-08-29,P,,
EMP-0077,2026-08-30,off,,
EMP-0077,2026-08-31,P,,
EMP-0077,2026-09-01,P,,
EMP-0078,2026-08-03,P,,
EMP-0078,2026-08-04,P,,
EMP-0078,2026-08-05,P,,
EMP-0078,2026-08-06,P,,
EMP-0078,2026-08-07,P,,
EMP-0078,2026-08-08,P,,
EMP-0078,2026-08-09,off,,
EMP-0078,2026-08-10,P,,
EMP-0078,2026-08-11,P,,
EMP-0078,2026-08-12,P,,
EMP-0078,2026-08-13,P,,
EMP-0078,2026-08-14,P,,
EMP-0078,2026-08-15,L,,CL
EMP-0078,2026-08-16,off,,
EMP-0078,2026-08-17,P,,
EMP-0078,2026-08-18,P,,
EMP-0078,2026-08-19,P,,
EMP-0078,2026-08-20,P,,
EMP-0078,2026-08-21,L,,EL
EMP-0078,2026-08-22,P,,
EMP-0078,2026-08-23,off,,
EMP-0078,2026-08-24,P,,
EMP-0078,2026-08-25,P,,
EMP-0078,2026-08-26,P,,
EMP-0078,2026-08-27,P,,
EMP-0078,2026-08-28,P,,
EMP-0078,2026-08-29,L,,EL
EMP-0078,2026-08-30,off,,
EMP-0078,2026-08-31,P,,
EMP-0078,2026-09-01,P,,
EMP-0079,2026-08-03,P,,
EMP-0079,2026-08-04,P,,
EMP-0079,2026-08-05,L,,SL
EMP-0079,2026-08-06,P,,
EMP-0079,2026-08-07,P,,
EMP-0079,2026-08-08,P,,
EMP-0079,2026-08-09,off,,
EMP-0079,2026-08-10,P,,
EMP-0079,2026-08-11,A,,
EMP-0079,2026-08-12,P,,
EMP-0079,2026-08-13,P,,
EMP-0079,2026-08-14,P,,
EMP-0079,2026-08-15,P,,
EMP-0079,2026-08-16,off,,
EMP-0079,2026-08-17,P,,
EMP-0079,2026-08-18,A,,
EMP-0079,2026-08-19,P,,
EMP-0079,2026-08-20,P,,
EMP-0079,2026-08-21,P,,
EMP-0079,2026-08-22,P,,
EMP-0079,2026-08-23,off,,
EMP-0079,2026-08-24,P,,
EMP-0079,2026-08-25,P,,
EMP-0079,2026-08-26,P,,
EMP-0079,2026-08-27,P,,
EMP-0079,2026-08-28,P,,
EMP-0079,2026-08-29,P,,
EMP-0079,2026-08-30,off,,
EMP-0079,2026-08-31,P,,
EMP-0079,2026-09-01,P,,
EMP-0080,2026-08-03,P,,
EMP-0080,2026-08-04,A,,
EMP-0080,2026-08-05,P,,
EMP-0080,2026-08-06,A,,
EMP-0080,2026-08-07,P,,
EMP-0080,2026-08-08,P,,
EMP-0080,2026-08-09,off,,
EMP-0080,2026-08-10,P,,
EMP-0080,2026-08-11,P,,
EMP-0080,2026-08-12,A,,
EMP-0080,2026-08-13,P,,
EMP-0080,2026-08-14,P,,
EMP-0080,2026-08-15,L,,EL
EMP-0080,2026-08-16,off,,
EMP-0080,2026-08-17,P,,
EMP-0080,2026-08-18,P,,
EMP-0080,2026-08-19,P,,
EMP-0080,2026-08-20,P,,
EMP-0080,2026-08-21,P,,
EMP-0080,2026-08-22,P,,
EMP-0080,2026-08-23,off,,
EMP-0080,2026-08-24,P,,
EMP-0080,2026-08-25,A,,
EMP-0080,2026-08-26,P,,
EMP-0080,2026-08-27,P,,
EMP-0080,2026-08-28,P,,
EMP-0080,2026-08-29,P,,
EMP-0080,2026-08-30,off,,
EMP-0080,2026-08-31,P,,
EMP-0080,2026-09-01,L,,CL
EMP-0081,2026-08-03,P,,
EMP-0081,2026-08-04,P,,
EMP-0081,2026-08-05,L,,EL
EMP-0081,2026-08-06,A,,
EMP-0081,2026-08-07,P,,
EMP-0081,2026-08-08,P,,
EMP-0081,2026-08-09,off,,
EMP-0081,2026-08-10,P,,
EMP-0081,2026-08-11,P,,
EMP-0081,2026-08-12,P,,
EMP-0081,2026-08-13,P,,
EMP-0081,2026-08-14,P,,
EMP-0081,2026-08-15,P,,
EMP-0081,2026-08-16,off,,
EMP-0081,2026-08-17,P,,
EMP-0081,2026-08-18,P,,
EMP-0081,2026-08-19,P,,
EMP-0081,2026-08-20,P,,
EMP-0081,2026-08-21,L,,SL
EMP-0081,2026-08-22,P,,
EMP-0081,2026-08-23,off,,
EMP-0081,2026-08-24,L,,EL
EMP-0081,2026-08-25,P,,
EMP-0081,2026-08-26,A,,
EMP-0081,2026-08-27,P,,
EMP-0081,2026-08-28,P,,
EMP-0081,2026-08-29,P,,
EMP-0081,2026-08-30,off,,
EMP-0081,2026-08-31,P,,
EMP-0081,2026-09-01,L,,EL
