pincode,locality,city,state,lat,lon,offices,accuracy
812001,Bhagalpur H.O,Bhagalpur,Bihar,25.2542,86.9867,9,4
812002,Bhagalpur City,Bhagalpur,Bihar,25.2705,87.0844,3,4
812003,Barari,Bhagalpur,Bihar,25.2671,87.0205,2,4
812004,Amribishapur,Bhagalpur,Bihar,25.2705,87.0844,7,4
812005,Aliganj,Bhagalpur,Bihar,25.2705,87.0844,16,4
812006,Akbarnagar,Bhagalpur,Bihar,25.3692,87.0896,14,4
812007,T. N. B College,Bhagalpur,Bihar,25.2705,87.0844,1,1
813101,Amarpur (Banka),Banka,Bihar,24.8537,86.8409,23,4
813102,Banka H.O,Banka,Bihar,24.8537,86.8409,28,4
813103,Auria,Banka,Bihar,24.9638,86.7576,16,4
813104,Bagduma,Banka,Bihar,24.8724,86.799,23,4
813105,Jagdishpur (Bhagalpur),Bhagalpur,Bihar,25.2705,87.0844,20,4
813106,Bairoganj,Banka,Bihar,24.766,86.5038,17,4
813107,Bamdev,Banka,Bihar,25.0269,87.0588,10,4
813108,Amba,Bhagalpur,Bihar,25.2705,87.0844,16,4
813109,Bhatkund,Banka,Bihar,24.8537,86.8409,14,4
813110,Ahiro,Banka,Bihar,24.8986,87.102,8,4
813113,Habibpur (Bhagalpur),Bhagalpur,Bihar,25.1314,87.0266,1,4
813201,Amaiya,Munger,Bihar,25.1389,86.6412,13,4
813202,Bara,Banka,Bihar,24.8537,86.8409,9,4
813203,Bhawanipur,Bhagalpur,Bihar,25.346800000000002,87.1949,9,4
813204,Amdanda,Bhagalpur,Bihar,25.2641,87.267,20,4
813205,Baliskadma,Bhagalpur,Bihar,25.2408,87.1089,19,4
813206,Ishipur,Bhagalpur,Bihar,25.2705,87.0844,5,4
813207,Bahrna,Banka,Bihar,24.8537,86.8409,14,4
813208,Bahdurchak,Godda,Jharkhand,25.0717,87.4067,14,4
813209,Ambapali,Bhagalpur,Bihar,25.3126,87.1684,19,4
813210,Agarpur,Bhagalpur,Bihar,25.266,87.1139,15,4
813211,Barabad,Banka,Bihar,24.8537,86.8409,15,4
813212,Bhikhadih,Munger,Bihar,25.21,86.5274,10,4
813213,Sultanganj (Bhagalpur),Bhagalpur,Bihar,25.1782,86.8442,14,4
813214,S.T.P. Kahalgaon,Bhagalpur,Bihar,25.2705,87.0844,1,1
813221,Tarapur (Munger),Munger,Bihar,25.1344,86.4736,24,4
813222,Mathurapur (Bhagalpur),Bhagalpur,Bihar,25.2886,87.0405,12,4
814101,Dumka Court,Dumka,Jharkhand,24.3197,87.2666,4,1
814102,Amarapahari,Dumka,Jharkhand,24.3197,87.2666,18,4
814103,Amgachi,Dumka,Jharkhand,24.4,87.2593,15,4
814110,Asanjore,Dumka,Jharkhand,24.5443,87.1064,15,4
814111,Amrapara,Pakur,Jharkhand,24.5442,87.5764,9,4
814112,B.Deoghar H.O,Deoghar,Jharkhand,24.328,86.7411,4,1
814113,Deoghar College,Deoghar,Jharkhand,24.1529,86.9182,7,4
814114,Deosang B.T,Deoghar,Jharkhand,24.2348,86.976,7,4
814115,Hindipith,Deoghar,Jharkhand,24.328,86.7411,1,1
814116,Satsang,Deoghar,Jharkhand,24.328,86.7411,1,1
814118,Bagjhopa,Dumka,Jharkhand,24.1667,87.1205,9,4
814119,Asansol,Dumka,Jharkhand,24.3197,87.2666,14,4
814120,Bargo,Dumka,Jharkhand,24.328,87.0801,15,4
814122,Jhaunsa-Garti,Deoghar,Jharkhand,24.328,86.7411,1,1
814131,Bank,Banka,Bihar,24.8537,86.8409,8,4
814133,Godda,Godda,Jharkhand,24.8273,87.2363,36,4
814141,Amba Jarowadih,Dumka,Jharkhand,24.3197,87.2666,8,4
814142,Banka,Deoghar,Jharkhand,24.328,86.7411,6,4
814143,Kunda (Deoghar),Deoghar,Jharkhand,24.328,86.7411,5,4
814144,Bagnal,Dumka,Jharkhand,24.3197,87.2666,12,4
814145,Amarpur,Dumka,Jharkhand,24.3197,87.2666,18,4
814146,Ajnaridudhani,Dumka,Jharkhand,24.3197,87.2666,30,4
814147,Bandanbar,Godda,Jharkhand,24.8596,87.3121,14,4
814148,Raghunathpur (Dumka),Dumka,Jharkhand,24.3197,87.2666,12,4
814149,Bamandiha,Deoghar,Jharkhand,24.328,86.7411,9,4
814150,Lakhoria,Deoghar,Jharkhand,24.2778,86.65,13,4
814151,Barkundi,Dumka,Jharkhand,24.3197,87.2666,15,4
814152,Baghmari,Deoghar,Jharkhand,24.328,86.7411,12,4
814153,Agiyamore,Godda,Jharkhand,24.8596,87.3121,24,4
814154,Anjana,Godda,Jharkhand,25.0363,87.3074,18,4
814155,Azampakariya,Godda,Jharkhand,24.8596,87.3121,17,4
814156,Bans Jori,Godda,Jharkhand,25.0351,87.405,10,4
814157,Chulhiya,Deoghar,Jharkhand,24.328,86.7411,7,4
814158,Amra Nawadih,Dumka,Jharkhand,24.3197,87.2666,13,4
814160,Adamdour,Godda,Jharkhand,24.8596,87.3121,16,4
814165,Bapugram,Godda,Jharkhand,25.0912,87.3083,9,4
814166,Fatehpur (Jamtara),Jamtara,Jharkhand,24.0455,86.9606,10,4
814167,Amlachatar,Dumka,Jharkhand,24.3197,87.2666,12,4
815301,Barganda,Giridh,Jharkhand,24.1929,86.3046,4,4
815302,Baddiha,Giridh,Jharkhand,24.2964,86.1103,11,4
815311,Akdonikala,Giridh,Jharkhand,24.1803,86.2631,4,4
815312,Ahilyapur,Giridh,Jharkhand,24.0914,86.1201,22,4
815313,Bendro,Giridh,Jharkhand,24.5978,85.8752,9,4
815314,Bairia,Giridh,Jharkhand,24.2897,86.172,11,4
815315,Dhuraita,Giridh,Jharkhand,24.1803,86.2631,6,4
815316,Bairiabad,Giridh,Jharkhand,24.1831,86.1118,12,4
815317,Bhandari,Giridh,Jharkhand,24.5439,86.063,9,4
815318,Jamua (Giridh),Giridh,Jharkhand,24.2963,86.0916,9,4
815351,Jamtara,Jamtara,Jharkhand,24.0632,86.7649,30,4
815352,Amdiha,Jamtara,Jharkhand,23.9769,86.9172,18,4
815353,Bagjora,Deoghar,Jharkhand,24.4442,86.8131,23,4
815354,Chandra Dhipa,Jamtara,Jharkhand,23.9769,86.9172,6,1
815355,Afzalpur,Jamtara,Jharkhand,23.9769,86.9172,13,4
815357,Baramsoli,Deoghar,Jharkhand,24.1877,86.6304,9,4
815359,Amba,Jamtara,Jharkhand,23.9769,86.9172,12,4
816101,Barharwa (Sahibganj),Sahibganj,Jharkhand,25.0081,87.6796,21,4
816102,B.Kadma,Sahibganj,Jharkhand,25.0081,87.6796,15,4
816103,Banspahari,Dumka,Jharkhand,24.3424,87.2666,11,4
816104,Arjunpur,Pakur,Jharkhand,24.6254,87.656,11,4
816105,Binodpur,Sahibganj,Jharkhand,25.0081,87.6796,7,4
816106,Askandha,Pakur,Jharkhand,24.4912,87.705,15,4
816107,Pakur,Pakur,Jharkhand,24.6504,87.7879,21,4
816108,Choukidhab,Sahibganj,Jharkhand,25.0081,87.6796,13,4
816109,Sahibganj,Sahibganj,Jharkhand,25.209,87.6874,14,4
816110,B.B. Mangladih,Sahibganj,Jharkhand,25.0081,87.6796,7,4
816115,Sakrigali Ghat,Sahibganj,Jharkhand,25.0081,87.6796,1,1
816116,Bara Durgapur,Sahibganj,Jharkhand,25.0081,87.6796,5,4
816117,Pakuria,Pakur,Jharkhand,24.3838,87.6419,15,4
816118,Asanbani,Dumka,Jharkhand,24.3197,87.2666,14,4
816120,Aprol,Sahibganj,Jharkhand,25.0356,87.5908,6,4
816129,Karanpura,Sahibganj,Jharkhand,25.0081,87.6796,4,4
821101,Akhlaspur,Kaimur (Bhabua),Bihar,25.0782,83.6886,15,4
821102,Bhagwanpur (Kaimur (Bhabua)),Kaimur (Bhabua),Bihar,24.8531,83.6269,10,4
821103,Chainpur (Kaimur (Bhabua)),Kaimur (Bhabua),Bihar,25.0735,83.5084,5,4
821104,Amaon Baraon,Rohtas,Bihar,24.9794,84.0277,11,4
821105,Bheria,Kaimur (Bhabua),Bihar,25.2129,83.5671,14,4
821106,Hatta (Kaimur (Bhabua)),Kaimur (Bhabua),Bihar,25.1572,83.6521,18,4
821107,Ararua,Rohtas,Bihar,25.1479,84.033,14,4
821108,Akhtiarpur,Kaimur (Bhabua),Bihar,24.9911,83.6067,23,4
821109,Akorhi,Kaimur (Bhabua),Bihar,25.1961,83.6962,25,4
821110,Ramgarh (Kaimur (Bhabua)),Kaimur (Bhabua),Bihar,25.2747,83.6393,10,4
821111,Baraila,Rohtas,Bihar,25.1111,84.1907,7,4
821112,Daidhan,Rohtas,Bihar,25.2828,83.9592,9,4
821113,Alampur,Rohtas,Bihar,25.0192,84.145,23,4
821115,Gandhi Path,Rohtas,Bihar,25.1261,84.0255,5,1
821301,Akorhi,Rohtas,Bihar,25.0108,84.163,9,4
821302,Amjhore Camp,Rohtas,Bihar,25.0396,84.2467,2,1
821303,Banjari,Rohtas,Bihar,24.9794,84.0277,1,4
821304,Baulia,Rohtas,Bihar,24.6778,83.9002,9,4
821305,Bararhi,Rohtas,Bihar,24.9411,84.1241,10,4
821306,Baraon Kala,Rohtas,Bihar,24.9794,84.0277,4,4
821307,Dehri-on-sone,Rohtas,Bihar,25.0396,84.2467,3,1
821308,Indrapuri,Rohtas,Bihar,25.0921,84.3504,3,4
821309,Kachhwa (Rohtas),Rohtas,Bihar,25.1174,84.3047,8,4
821310,Harihar Ganj (Rohtas),Rohtas,Bihar,25.1351,84.367,19,4
821311,Rohtas,Rohtas,Bihar,24.6298,83.92,3,4
821312,A. Saraiya,Rohtas,Bihar,24.912,84.0759,8,4
822101,Belwatikar Nd,Palamau,Jharkhand,24.0475,84.0611,5,4
822102,Chiyanki,Palamau,Jharkhand,23.997,84.1036,6,4
822110,Chando,Palamau,Jharkhand,24.0467,84.0038,15,4
822111,Barwadih,Latehar,Jharkhand,23.7588,84.1075,7,4
822112,Amrora,Garhwa,Jharkhand,24.3728,83.5744,17,4
822113,Babhandih,Palamau,Jharkhand,24.3159,84.2168,24,4
822114,Garhwa,Garhwa,Jharkhand,24.1854,83.8863,19,4
822115,Bailashpur,Palamau,Jharkhand,24.2024,84.1674,9,4
822116,Alinagar,Palamau,Jharkhand,24.5454,84.0705,15,4
822117,Japla C F,Palamau,Jharkhand,24.2141,84.049,1,1
822118,Ashehar,Palamau,Jharkhand,24.0753,84.3184,20,4
822119,Arahans,Latehar,Jharkhand,23.7178,84.4432,9,4
822120,Belhath,Palamau,Jharkhand,24.2024,84.1674,14,4
822121,Adhsura,Palamau,Jharkhand,24.2024,84.1674,11,4
822122,Panki (Palamau),Palamau,Jharkhand,24.0488,84.4638,13,4
822123,Patan (Palamau),Palamau,Jharkhand,24.1299,84.1708,19,4
822124,Bansa,Garhwa,Jharkhand,24.101,83.6993,16,4
822125,Bairiya,Garhwa,Jharkhand,23.8504,83.781,15,4
822126,Bakoriya,Palamau,Jharkhand,24.0213,84.2725,12,4
822128,Ramna (Garhwa),Garhwa,Jharkhand,24.1676,83.6332,13,4
822129,Bhawnathpur TownShip,Garhwa,Jharkhand,24.1144,83.9694,1,1
822131,Harihar Ganj (Palamau),Palamau,Jharkhand,24.5238,84.2516,4,4
822132,Bishrampur (Palamau),Garhwa,Jharkhand,24.101,83.6993,9,4
822133,Balekhar,Garhwa,Jharkhand,24.1541,83.6613,11,4
822134,Ataula,Garhwa,Jharkhand,24.3178,83.778,6,4
823001,A.P.Colony (Gaya),Gaya,Bihar,24.6991,84.936,12,4
823002,Gaya R.S,Gaya,Bihar,24.8068,84.936,7,4
823003,Alipur,Gaya,Bihar,24.9619,85.2963,20,4
823004,Bagadaha,Gaya,Bihar,24.7399,84.9115,4,4
823005,Asc Centre(N) Gaya,Gaya,Bihar,25.0146,85.1076,1,1
823311,Atri,Gaya,Bihar,24.6991,84.936,19,4
824101,Aurangabad (BH) H.O,Aurangabad(BH),Bihar,24.7656,84.3868,2,1
824102,Bajauli,Aurangabad(BH),Bihar,24.6987,84.2681,22,4
824103,Akhoini Regania,Aurangabad(BH),Bihar,24.8493,84.5352,17,4
824111,Amba,Aurangabad(BH),Bihar,24.6108,84.3032,11,4
824112,Barun (Aurangabad(BH)),Aurangabad(BH),Bihar,24.7682,84.2624,14,4
824113,Akouni,Aurangabad(BH),Bihar,24.991,84.5646,9,4
824114,Barpa,Aurangabad(BH),Bihar,24.9494,84.5644,6,4
824115,Anurahi,Aurangabad(BH),Bihar,24.9918,84.5079,6,4
824116,Angara,Gaya,Bihar,24.8819,84.6611,6,4
824118,Barman,Gaya,Bihar,24.7944,84.747,19,4
824120,Apiru,Aurangabad(BH),Bihar,25.1309,84.578,13,4
824121,Dewaria Kala,Aurangabad(BH),Bihar,25.0421,84.3754,12,4
824122,Barahi,Aurangabad(BH),Bihar,24.8677,84.5347,12,4
824123,Anukappa,Aurangabad(BH),Bihar,24.6053,84.2217,7,4
824124,Obra (Aurangabad(BH)),Aurangabad(BH),Bihar,24.9491,84.4504,21,4
824125,Arthua,Aurangabad(BH),Bihar,24.8168,84.6057,20,4
824127,Belaon,Aurangabad(BH),Bihar,24.7929,84.4122,7,4
824129,Buxar,Aurangabad(BH),Bihar,24.7929,84.4122,6,4
824143,Agnoor,Aurangabad(BH),Bihar,25.0596,84.465,12,4
824201,Barachatti,Gaya,Bihar,24.6991,85.0338,13,4
824202,Ararua,Aurangabad(BH),Bihar,24.6858,84.4358,22,4
824203,Akoona,Aurangabad(BH),Bihar,24.7929,84.4122,19,4
824205,Balia,Gaya,Bihar,24.6579,84.7607,8,4
824206,Imamganj,Gaya,Bihar,24.4518,84.5351,5,4
824207,Konch (Gaya),Gaya,Bihar,24.9546,84.7766,17,4
824208,Madanpur (Aurangabad(BH)),Aurangabad(BH),Bihar,24.882,84.5394,10,4
824209,Kapasiya,Gaya,Bihar,24.8016,84.8559,9,4
824210,Raniganj (Gaya),Gaya,Bihar,24.6056,84.6131,6,4
824211,Akouna,Gaya,Bihar,24.6882,84.6966,18,4
824217,Anjan,Gaya,Bihar,24.522,84.6918,10,4
824219,Amas,Gaya,Bihar,24.6435,84.6667,7,4
824220,Amarut,Gaya,Bihar,24.5116,84.9081,11,4
824221,Adarchak,Gaya,Bihar,24.6991,84.936,6,4
824231,Amwan,Gaya,Bihar,24.714,84.975,13,4
824232,Fatehpur (Gaya),Gaya,Bihar,24.7016,85.0001,29,4
824233,Aima Chouki,Gaya,Bihar,25.0166,85.2753,21,4
824234,Magadh University,Gaya,Bihar,24.6991,84.936,3,4
824235,Bargaon,Gaya,Bihar,25.0008,84.936,19,4
824236,Arkdhibariya,Gaya,Bihar,24.971800000000002,84.8742,20,4
824237,Baiju Bigha,Gaya,Bihar,24.7665,84.8006,11,4
824301,Bara,Aurangabad(BH),Bihar,24.6542,84.3208,9,4
824302,Tandwa (Aurangabad(BH)),Aurangabad(BH),Bihar,24.7929,84.4122,8,4
824303,Ankorha,Aurangabad(BH),Bihar,24.8427,84.2541,15,4
825101,Barkipona,Ramgarh,Jharkhand,23.5756,85.5726,16,4
825102,Angwali,Bokaro,Jharkhand,23.7806,85.9734,3,4
825103,Bagra,Chatra,Jharkhand,24.0583,84.9117,12,4
825106,Beko,Giridh,Jharkhand,24.0019,86.0045,9,4
825108,Atki,Giridh,Jharkhand,24.1209,86.1435,12,4
825109,Jainagar (Koderma),Koderma,Jharkhand,24.3035,85.7315,8,4
825132,Bansudih,Koderma,Jharkhand,24.7426,85.7941,9,4
825167,Barmasia,Giridh,Jharkhand,24.4739,86.0107,8,4
825301,Bara Bazar (Hazaribag),Hazaribag,Jharkhand,24.0078,85.2567,5,1
825302,Babhanbay,Hazaribag,Jharkhand,23.9604,85.2837,11,4
825303,Chandwar,Hazaribag,Jharkhand,24.0384,85.3124,6,4
825311,Ambajit,Hazaribag,Jharkhand,23.8639,85.2114,12,4
825312,Bishungarh (Hazaribag),Hazaribag,Jharkhand,23.9949,85.738,7,4
825313,Banahappa,Hazaribag,Jharkhand,24.0099,85.5774,9,4
825314,Banji,Ramgarh,Jharkhand,23.8051,85.557,2,4
825315,Chatrochatti,Bokaro,Jharkhand,23.6915,85.988,4,1
825316,Hesagarha,Ramgarh,Jharkhand,23.76,85.4895,3,4
825317,BSF Meru,Hazaribag,Jharkhand,24.0332,85.4957,2,1
825318,Chopnadih,Koderma,Jharkhand,24.32,85.7461,11,4
825319,Bahimar,Hazaribag,Jharkhand,24.0454,85.3035,9,4
825320,Bagodih,Giridh,Jharkhand,24.2029,85.8997,11,4
825321,Tandwa (Chatra),Chatra,Jharkhand,23.9174,85.0238,12,4
825322,Arwara,Giridh,Jharkhand,24.1,85.8886,16,4
825323,Barkangango,Hazaribag,Jharkhand,24.0711,85.4918,12,4
825324,Bangrakala,Giridh,Jharkhand,24.2745,85.9582,13,4
825325,Kedla,Ramgarh,Jharkhand,23.6307,85.5606,4,4
825326,Tapin,Ramgarh,Jharkhand,23.6307,85.5606,1,1
825329,Shikherjee,Giridh,Jharkhand,24.2964,86.1103,1,1
825330,Belsagra,Ramgarh,Jharkhand,23.73,85.5418,4,4
825336,Charhi,Hazaribag,Jharkhand,23.8242,85.4327,2,4
825401,Chatra (Chatra),Chatra,Jharkhand,24.2576,84.8697,23,4
825402,Bariath,Hazaribag,Jharkhand,24.1161,85.4399,9,4
825403,Bihiasarhachiya,Chatra,Jharkhand,24.3561,84.8205,11,4
825404,Pratappur (Chatra),Chatra,Jharkhand,24.2897,84.6117,10,4
825405,Barhi (Hazaribag),Hazaribag,Jharkhand,24.2402,85.483,8,4
825406,Basaria,Hazaribag,Jharkhand,23.99,85.4132,11,4
825407,Baheradih,Koderma,Jharkhand,24.4934,85.7036,6,4
825408,Amjhar,Chatra,Jharkhand,24.2946,85.1837,21,4
825409,Bekobar,Koderma,Jharkhand,24.4123,85.4581,11,4
825410,Deobour,Koderma,Jharkhand,24.4876,85.682,6,4
825411,Dadighaghar,Hazaribag,Jharkhand,24.0709,85.2839,8,4
825412,Ambatand,Giridh,Jharkhand,24.3719,85.9801,20,4
825413,Gurio,Koderma,Jharkhand,24.3688,85.775,2,1
825414,Hunterganj,Chatra,Jharkhand,24.4336,84.8145,1,4
825418,Arkhango,Koderma,Jharkhand,24.4528,85.7942,11,4
825421,Koderma Thermal Power Station,Koderma,Jharkhand,24.437,85.5956,1,1
826001,Dhanbad Bazar,Dhanbad,Jharkhand,23.8293,86.4719,9,1
826003,Jagjivan Nagar,Dhanbad,Jharkhand,23.8293,86.4719,1,1
826004,Damodarpur,Dhanbad,Jharkhand,23.8293,86.4719,6,4
826005,BCCl Township,Dhanbad,Jharkhand,23.8293,86.4719,1,1
826006,Bagdaha,Dhanbad,Jharkhand,23.8293,86.4719,7,4
826007,Centralized Delivery Office,Dhanbad,Jharkhand,23.8293,86.4719,1,1
826009,K.K.Polytechnic,Dhanbad,Jharkhand,23.8293,86.4719,1,1
827001,Bokaro Steel City H.O,Bokaro,Jharkhand,23.6915,85.988,3,1
827003,Sector- III,Bokaro,Jharkhand,23.6915,85.988,1,1
827004,Sector- IV,Bokaro,Jharkhand,23.6915,85.988,1,1
827006,Sector-VI,Bokaro,Jharkhand,23.6915,85.988,1,1
827009,Baidmara,Bokaro,Jharkhand,23.6915,85.988,2,4
827010,B.S.City R.S.,Bokaro,Jharkhand,23.6915,85.988,12,4
827012,Marafari Colony,Bokaro,Jharkhand,23.709,86.1468,1,1
827013,Chas (Bokaro),Bokaro,Jharkhand,23.4972,85.852,37,4
827014,Balidih,Bokaro,Jharkhand,23.6915,85.988,1,4
827015,Chira Chas,Bokaro,Jharkhand,23.709,86.1468,1,1
827302,Bagda,Bokaro,Jharkhand,23.5778,85.9352,12,4
828101,Bansjora,Dhanbad,Jharkhand,23.7943,86.3359,3,4
828103,Bhelatand,Dhanbad,Jharkhand,23.8293,86.4719,1,1
828104,Bhuli,Dhanbad,Jharkhand,23.8293,86.4719,3,4
828105,Shramik Nagar,Dhanbad,Jharkhand,23.8293,86.4719,1,1
828106,Bastacola,Dhanbad,Jharkhand,23.8293,86.4719,2,1
828107,Domgarh,Dhanbad,Jharkhand,23.8293,86.4719,1,1
828108,Fri,Dhanbad,Jharkhand,23.8293,86.4719,1,1
828109,Govindpur (Dhanbad),Dhanbad,Jharkhand,23.8293,86.4719,20,4
828110,Bagdigi,Dhanbad,Jharkhand,23.7,86.4167,2,4
828111,Amlapara Jharia,Dhanbad,Jharkhand,23.8807,86.2614,9,4
828112,Jamadoba,Dhanbad,Jharkhand,23.7167,86.4,2,4
828113,Angarpathra,Dhanbad,Jharkhand,23.8293,86.4719,5,4
828114,Katras Bazar,Dhanbad,Jharkhand,23.8293,86.4719,4,1
828115,Khasjeena Gora,Dhanbad,Jharkhand,23.7283,86.4336,3,4
828116,Balihari,Dhanbad,Jharkhand,23.7697,86.3821,5,4
828117,Burragarh,Dhanbad,Jharkhand,23.8293,86.4719,2,1
828119,Patherdih,Dhanbad,Jharkhand,23.8293,86.4719,1,1
828120,Motinagar (Dhanbad),Dhanbad,Jharkhand,24.0055,86.406,1,1
828121,Bhadrichak,Dhanbad,Jharkhand,23.7762,86.3303,3,4
828122,Saharpura,Dhanbad,Jharkhand,23.7347,86.4908,2,4
828123,S.I.T.,Dhanbad,Jharkhand,24.0055,86.406,1,1
828124,A.C.C. Colony,Dhanbad,Jharkhand,24.0055,86.406,1,1
828125,Jhagrahi,Dhanbad,Jharkhand,23.8293,86.4719,4,4
828126,Sudamdih,Dhanbad,Jharkhand,24.0055,86.406,1,1
828127,Saraidhela,Dhanbad,Jharkhand,24.0055,86.406,1,1
828128,Tundoo,Dhanbad,Jharkhand,23.7912,86.2567,1,4
828129,Karitand,Dhanbad,Jharkhand,23.8293,86.4719,3,4
828130,B.Polytechnic,Dhanbad,Jharkhand,23.8293,86.4719,1,1
828131,Lodna (Dhanbad),Dhanbad,Jharkhand,23.8293,86.4144,3,4
828132,Patherdih Coal Washery,Dhanbad,Jharkhand,23.8293,86.4719,1,1
828133,Bhulan Bararee,Dhanbad,Jharkhand,23.8293,86.4719,1,1
828134,Amdiha,Bokaro,Jharkhand,23.6915,85.988,26,4
828135,Chasnalla,Dhanbad,Jharkhand,23.8293,86.4719,1,1
828142,Charak,Dhanbad,Jharkhand,23.8293,86.4719,9,4
828201,Ambona,Dhanbad,Jharkhand,23.8293,86.4719,13,4
828202,Chanchpottery,Dhanbad,Jharkhand,23.7313,86.7908,5,4
828203,Kumardhubi,Dhanbad,Jharkhand,23.8293,86.4719,3,4
828204,Benagoria,Dhanbad,Jharkhand,23.8293,86.4719,7,4
828205,Barbendia,Dhanbad,Jharkhand,23.8293,86.4719,13,4
828206,Panchet Dam,Dhanbad,Jharkhand,23.8284,86.3806,1,1
828207,Maithon Dam,Dhanbad,Jharkhand,23.8284,86.3806,1,1
828301,Bhaga,Dhanbad,Jharkhand,23.9659,86.2422,3,1
828302,Amlabad Colliery,Bokaro,Jharkhand,23.7041,86.194,2,4
828303,Bhojudih,Bokaro,Jharkhand,23.6915,85.988,5,4
828304,Malkera,Dhanbad,Jharkhand,23.8057,86.3798,2,4
828305,Mohuda,Dhanbad,Jharkhand,23.9659,86.2422,3,1
828306,Nawagarh (Dhanbad),Dhanbad,Jharkhand,23.8293,86.4719,5,4
828307,Karmatand,Dhanbad,Jharkhand,23.9659,86.2422,3,1
828309,Jitpur,Dhanbad,Jharkhand,23.7333,86.4,1,4
828401,Bhendra,Dhanbad,Jharkhand,23.8293,86.4719,4,4
828402,Brahmandiha,Dhanbad,Jharkhand,24.0136,86.3362,9,4
828403,Chandrapura,Bokaro,Jharkhand,23.6915,85.988,7,4
828404,Dugdha Coal washery,Bokaro,Jharkhand,23.6915,85.988,1,1
829101,Argada,Ramgarh,Jharkhand,23.6669,85.3796,5,4
829102,Barkakana,Ramgarh,Jharkhand,23.6212,85.4675,1,4
829103,Barkakana NTS,Ramgarh,Jharkhand,23.8799,85.5634,2,1
829104,Amlo,Bokaro,Jharkhand,23.7397,85.9616,2,4
829105,Bhadaninagar,Ramgarh,Jharkhand,23.6072,85.3902,3,4
829106,Bhurkunda Bazar,Ramgarh,Jharkhand,23.8799,85.5634,2,1
829107,Bokaro Thermal,Bokaro,Jharkhand,23.6915,85.988,4,4
829108,Giddi A,Ramgarh,Jharkhand,23.8799,85.5634,1,1
829109,Dari,Ramgarh,Jharkhand,23.6307,85.5606,2,4
829110,Gola (Ramgarh),Ramgarh,Jharkhand,23.5372,85.6728,17,4
829111,Gomia,Bokaro,Jharkhand,23.78,85.8276,4,4
829112,Barkipunu,Bokaro,Jharkhand,23.6915,85.988,6,4
829113,Jarangdih Colliery,Bokaro,Jharkhand,23.7554,85.9122,2,4
829114,Chalkari,Bokaro,Jharkhand,23.7566,85.9556,2,4
829116,Kathara,Bokaro,Jharkhand,23.6915,85.988,1,4
829117,Bharechnagar,Ramgarh,Jharkhand,23.6712,85.5293,5,4
829118,Jainagar,Ramgarh,Jharkhand,23.6654,85.298,4,4
829119,Hafua,Ramgarh,Jharkhand,23.6147,85.2733,5,4
829121,Arjuwa,Bokaro,Jharkhand,23.6548,85.8553,10,4
829122,Ramgarh (Ramgarh),Ramgarh,Jharkhand,23.6307,85.5606,2,1
829123,Champi,Bokaro,Jharkhand,23.7345,85.876,3,4
829124,Religarha,Ramgarh,Jharkhand,23.6307,85.5606,1,1
829125,Sayal,Ramgarh,Jharkhand,23.6307,85.5606,1,4
829126,Sounda C,Ramgarh,Jharkhand,23.6307,85.5606,1,1
829127,Bedkaro,Bokaro,Jharkhand,23.7041,85.7588,2,1
829128,Hazari,Bokaro,Jharkhand,23.7835,85.8543,2,4
829129,Tenughat Dam,Bokaro,Jharkhand,23.7041,85.7588,1,1
829130,Prc,Ramgarh,Jharkhand,23.6861,85.5704,1,1
829131,Src,Ramgarh,Jharkhand,23.6861,85.5704,1,1
829132,Bhandaridah,Bokaro,Jharkhand,23.6915,85.988,3,1
829133,Souda Basti,Ramgarh,Jharkhand,23.6861,85.5704,2,1
829134,Bargaon,Ramgarh,Jharkhand,23.7271,85.6046,5,4
829135,Bhurkunda,Ramgarh,Jharkhand,23.6575,85.3519,1,4
829143,Balkudra,Ramgarh,Jharkhand,23.6333,85.3172,2,4
829144,Argamo,Bokaro,Jharkhand,23.6915,85.988,11,4
829149,T.T.P.S.Lalpania,Bokaro,Jharkhand,23.6915,85.988,1,1
829150,Ramgarh Project,Ramgarh,Jharkhand,23.6307,85.5606,4,4
829201,Bachra,Chatra,Jharkhand,24.0245,84.2611,2,4
829202,Balubhang,Latehar,Jharkhand,23.8331,84.8273,18,4
829203,Aan,Latehar,Jharkhand,23.7268,84.717,13,4
829204,Baresandh,Latehar,Jharkhand,23.7909,84.3101,10,4
829205,Chama,Ranchi,Jharkhand,23.5632,85.1562,3,4
829206,Latehar Hsgii,Latehar,Jharkhand,23.8069,84.5858,12,4
829207,Latehar Rsso,Latehar,Jharkhand,23.6929,84.4819,8,4
829208,Mc. Cluskiganj,Ranchi,Jharkhand,23.6484,84.9677,3,4
829209,Hindgir,Ranchi,Jharkhand,23.6843,85.0546,2,4
829210,Dakra Colliery,Ranchi,Jharkhand,23.3313,85.3708,1,1
829301,Arajoo,Bokaro,Jharkhand,23.6915,85.988,9,4
831001,Bistupur Bazar,East Singhbhum,Jharkhand,22.808,86.2029,6,4
831002,B.Kutung,East Singhbhum,Jharkhand,22.5826,86.4527,26,4
831003,Golmuri,East Singhbhum,Jharkhand,22.5826,86.4527,1,1
831004,Chhota Govindpur,East Singhbhum,Jharkhand,22.5826,86.4527,8,4
831005,Kadma,East Singhbhum,Jharkhand,22.5826,86.4527,1,4
831006,Jugsalai,East Singhbhum,Jharkhand,22.7767,86.1835,1,4
831007,Burma Mines,East Singhbhum,Jharkhand,22.5826,86.4527,2,1
